Method,GldStd,PPIN,Predicts,Refs,Precision,Recall,F0.5-score,F1-score,F2-score,AUC-PR,MMR,Sensitivity,PPP,Accuracy,F-Match,Separation
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.35954504618760114,0.40744710673818907,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974384
CUBCO+,SGD,Collins,159,306,0.779874213836478,0.46405228758169936,0.686439620758483,0.581871055153498,0.5049497000355598,0.269640217482296,0.3599518992953996,0.4870763928776565,0.6237006237006237,0.5511713436197898,0.5816993464052288,0.6241200589857163
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,381,306,0.8267716535433071,0.47058823529411764,0.7180714652077278,0.599785790789004,0.5149583128984796,0.2809701932104748,0.41340930764749845,0.49511774842044803,0.644134477825465,0.5647321598252797,0.5359477124183006,0.3634359858549599
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.30038930898356647,0.3449021635444162,0.49167145318782307,0.6621761658031088,0.5705901486239973,0.5196078431372549,0.5949336079808464
CUBCO+,SGD,Gavin,141,306,0.7730496453900709,0.4019607843137255,0.6525611821739384,0.5289070359192852,0.44465007064254874,0.24544093052173444,0.32338199749020197,0.4382538770821367,0.6497175141242938,0.5336114874823626,0.49673202614379086,0.5765767820497258
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,439,306,0.8018223234624146,0.5326797385620915,0.7282327257958064,0.6401106716721798,0.5710134254237119,0.2600612982450792,0.46470736088333764,0.5393452039058013,0.6500711237553343,0.59212561403396,0.6176470588235294,0.3884315614226637
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.29956394419313315,0.3886851423561473,0.5226881102814475,0.6364494806421152,0.5767708178526683,0.5849673202614379,0.6225507550684451
CUBCO+,SGD,KroganCore,159,306,0.7169811320754716,0.39869281045751637,0.6182652299157154,0.5124350613463027,0.4375401109894674,0.179841258778752,0.3267393725952515,0.4445720850086157,0.6298342541436464,0.529156619135098,0.5294117647058824,0.593118361114328
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,447,306,0.8031319910514542,0.5490196078431373,0.7350854869612273,0.652197891321979,0.5861087788039929,0.28371113517833046,0.4787521994082526,0.5582998276852383,0.6290839205637412,0.5926360134604468,0.6241830065359477,0.39198290000668806
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.31198833541560184,0.41059330190560284,0.5491097070649053,0.6423423423423423,0.5938993310646079,0.6078431372549019,0.6337237590755906
CUBCO+,SGD,KroganExt,165,306,0.7212121212121212,0.42483660130718953,0.6329062136907393,0.5347020600027651,0.46287984871877735,0.2061877198960049,0.34385321306379824,0.4681217690982194,0.61875,0.5381917359357381,0.5522875816993464,0.5991872687725684
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,630,306,0.8634920634920635,0.8071895424836601,0.851611856448947,0.834392096226333,0.817854908176358,0.5665603953064339,0.7520268156603537,0.8834003446295232,0.6485908649173955,0.7569447757872352,0.8888888888888888,0.4474278656052118
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,223,306,0.8026905829596412,0.6437908496732027,0.7649307152339717,0.7145129426067575,0.670330422352078,0.43744412276427447,0.549427429687456,0.7145318782309018,0.655076495132128,0.6841586354433272,0.7647058823529411,0.7220881465614336
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,549,408,0.8925318761384335,0.5784313725490197,0.8050951298845966,0.7019460732539367,0.6222262398250622,0.3449191642281465,0.49773523720138946,0.6614583333333334,0.7378413524057217,0.6986066928012509,0.6102941176470589,0.41966324809171085
PC2P,CYC,Collins,209,408,0.8995215311004785,0.5294117647058824,0.7891791044776119,0.6665353555249163,0.5768837367882714,0.3438210523460392,0.41328896401286713,0.6395833333333333,0.7383399209486166,0.6871898629733896,0.5808823529411765,0.6721277676223001
CUBCO+,CYC,Collins,202,408,0.8514851485148515,0.4681372549019608,0.7316573424081532,0.6041302708766252,0.5144603897446177,0.28501480888034153,0.37666593372245527,0.5588541666666667,0.7341092211280215,0.6405154151273926,0.5343137254901961,0.6511576415087522
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,477,408,0.859538784067086,0.4681372549019608,0.7364004303113739,0.6061450459968961,0.515043533049997,0.29764200164597354,0.4044897736707921,0.540625,0.7572029783101327,0.6398147076684901,0.5049019607843137,0.38133920399619786
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3550831327803789,0.5291666666666667,0.7618613138686131,0.6349422114823845,0.49264705882352944,0.612734345733419
CUBCO+,CYC,Gavin,177,408,0.8192090395480226,0.3872549019607843,0.6697890354570118,0.5259050111333012,0.43290779498575244,0.25601471119316704,0.3271806901007811,0.43645833333333334,0.7766990291262136,0.5822342859657488,0.45098039215686275,0.5928260670467554
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,567,408,0.8324514991181657,0.553921568627451,0.7563845115323962,0.6652074408046945,0.5936472531459877,0.3043447718312847,0.4866239690166749,0.5682291666666667,0.7323279924599434,0.6450814870093441,0.6029411764705882,0.41290008681322415
PC2P,CYC,KroganCore,219,408,0.8493150684931506,0.5122549019607843,0.7505444604049858,0.6390649273789856,0.5564191307185613,0.3221908040952634,0.4161860921963981,0.5401041666666667,0.7506654835847383,0.6367397862996826,0.5735294117647058,0.6624054501981496
CUBCO+,CYC,KroganCore,221,408,0.7601809954751131,0.44607843137254904,0.6663412252867952,0.5622345218174797,0.48626263525849395,0.24201077659874923,0.3679329067256959,0.4515625,0.7522935779816514,0.5828443778637137,0.5,0.6164922455703474
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,584,408,0.8424657534246576,0.5759803921568627,0.7711125576233567,0.684190593414917,0.6148796405809926,0.31616702657236984,0.5048020050779082,0.5875,0.7284392718591465,0.6541850443240418,0.625,0.41994316126535475
PC2P,CYC,KroganExt,225,408,0.8533333333333334,0.5269607843137255,0.7592813313909859,0.6515614271846959,0.5706086769011305,0.3221212196715335,0.4306213286887394,0.5661458333333333,0.7437874892887746,0.6489161640353097,0.5955882352941176,0.6748796243653349
CUBCO+,CYC,KroganExt,226,408,0.7920353982300885,0.4852941176470588,0.7031473193029236,0.6018339276617423,0.5260392547999858,0.27453875952027634,0.3880016060072264,0.48072916666666665,0.7482993197278912,0.5997743812384977,0.5392156862745098,0.63462007535486
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,836,408,0.9366028708133971,0.8774509803921569,0.9241429603802149,0.9060625258585023,0.8886759864666766,0.6700653926961349,0.8130756911702909,0.9526041666666667,0.7458453757225434,0.8429088993493664,0.9632352941176471,0.5080751770587513
PC2P,CYC,BIM,307,408,0.9511400651465798,0.8308823529411765,0.9243819897353145,0.8869534830584788,0.8524380099101473,0.657996928148273,0.6758694245294276,0.9260416666666667,0.7521978021978022,0.8346055993163816,0.9068627450980392,0.8290169887512389
CUBCO+,CYC,BIM,310,408,0.9225806451612903,0.7671568627450981,0.8866539357537917,0.8377207348000637,0.7939061552160233,0.5791763693852212,0.6535444216631344,0.796875,0.7874213836477988,0.7921340890874093,0.8357843137254902,0.8126134891105442
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,434,306,0.8317972350230415,0.5555555555555556,0.7565596445636685,0.6661745709540505,0.5950811024660425,0.3230433713363851,0.49916615634645006,0.5726593911545089,0.6328730212192657,0.6020138528385699,0.6372549019607843,0.4052619075226199
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.3594332297704071,0.40744710673818907,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974384
CUBCO+,SGD,Collins,157,306,0.7834394904458599,0.46078431372549017,0.6871998478436593,0.5802760351317441,0.5021454753921789,0.2680037588473378,0.35833559000365167,0.4859276278001149,0.6225234619395204,0.5500012264624382,0.5849673202614379,0.6250278521544191
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,381,306,0.8293963254593176,0.47058823529411764,0.7196538373946709,0.6004750593824227,0.515161395500489,0.2813976302253227,0.4129735778000038,0.49511774842044803,0.6442857142857142,0.5647984527215022,0.5359477124183006,0.36352587522046603
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.30043599432436946,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,141,306,0.7872340425531915,0.4084967320261438,0.664091666188042,0.5378845147409432,0.45198678732677916,0.2521891713343473,0.32381609800600186,0.44055140723721997,0.6531073446327683,0.5364022369033616,0.5,0.5781207910083541
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,438,306,0.8013698630136986,0.5326797385620915,0.7279341038520848,0.6399664429530201,0.5709675101493359,0.2611174287897218,0.46457184185204975,0.539919586444572,0.6516613076098606,0.5931649886048949,0.6209150326797386,0.38937751737810494
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.300078811620968,0.3886851423561473,0.5226881102814475,0.6364494806421152,0.5767708178526683,0.5849673202614379,0.6225507550684451
CUBCO+,SGD,KroganCore,157,306,0.7388535031847133,0.4084967320261438,0.6359872276220218,0.5261152736706518,0.4486136291914435,0.18647831000271903,0.3326184834988722,0.4514646754738656,0.6308871851040526,0.5336883718834632,0.5326797385620915,0.5982501023211241
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,449,306,0.8017817371937639,0.5522875816993464,0.7353438856711887,0.6540493762127704,0.588940236698992,0.2840329671585782,0.4819655217742359,0.5565766800689259,0.6290839205637412,0.5917207449397993,0.6274509803921569,0.3920327820599145
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.31193739187621816,0.41008495041685916,0.5491097070649053,0.6414414414414414,0.5934827057372443,0.6111111111111112,0.633905379138426
CUBCO+,SGD,KroganExt,163,306,0.7361963190184049,0.434640522875817,0.6464888687254934,0.5465847017928389,0.4734247355525365,0.21721616209564779,0.34637357305964844,0.4784606547960942,0.6217616580310881,0.5454250544563016,0.5555555555555556,0.6053809529683378
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,632,306,0.8639240506329114,0.8071895424836601,0.8519479666250576,0.8345937248592117,0.8179323829948278,0.5664043947775431,0.7534423391347006,0.8834003446295232,0.6481194261341605,0.7566696269892206,0.8888888888888888,0.4469674476705123
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,224,306,0.8080357142857143,0.6535947712418301,0.7715720460726556,0.7226558601002137,0.6795722824617787,0.4406174680608092,0.5521292293615739,0.7156806433084434,0.6537664132688321,0.6840233674529631,0.7647058823529411,0.7215924240183047
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,551,408,0.8856624319419237,0.5784313725490197,0.800613974595689,0.699811630309291,0.6215540578464941,0.34319910916131846,0.4970716384285469,0.6614583333333334,0.7382428940568475,0.6987967617970328,0.6102941176470589,0.41841896530317924
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34454450977235385,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,207,408,0.8405797101449275,0.4730392156862745,0.7275256070295846,0.6053919580325031,0.5183703333240717,0.2867881752989074,0.3809897364142637,0.5479166666666667,0.7528991971454059,0.6422818839387581,0.5392156862745098,0.6492646971924414
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,476,408,0.8592436974789915,0.4681372549019608,0.736227136330051,0.6060716557791673,0.5150223363800823,0.29687639662848603,0.40396113084111124,0.5416666666666666,0.7559870550161812,0.6399163915182708,0.5024509803921569,0.38147505692642575
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3550831327803789,0.5286458333333334,0.7625570776255708,0.6349193820994924,0.49264705882352944,0.612734345733419
CUBCO+,CYC,Gavin,178,408,0.8202247191011236,0.3897058823529412,0.6717946937074593,0.5283714578354388,0.43541380629768844,0.25519055543634567,0.3293048731073171,0.43645833333333334,0.7780172413793104,0.5827281600171829,0.45098039215686275,0.5938796853906929
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,575,408,0.8208695652173913,0.553921568627451,0.74870573966557,0.6614784544501838,0.5924550182504049,0.30486205206078026,0.48913755707821926,0.5677083333333334,0.7380352644836272,0.6472934187377668,0.6004901960784313,0.4103430054305138
PC2P,CYC,KroganCore,219,408,0.8493150684931506,0.5098039215686274,0.7494885623953879,0.6371541501976286,0.5541042210917091,0.3243362466800924,0.4175477479698186,0.5401041666666667,0.7515527950310559,0.6371159989093451,0.571078431372549,0.6624054501981496
CUBCO+,CYC,KroganCore,224,408,0.7544642857142857,0.45098039215686275,0.6649673247339788,0.5645196427274708,0.49043605531442414,0.24296811130730456,0.3681798987973784,0.4484375,0.7553516819571865,0.5820034534929117,0.5073529411764706,0.6150454522940318
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
P5COMP,CYC,KroganExt,585,408,0.8393162393162393,0.5735294117647058,0.7681230344650536,0.6814226998558796,0.6123095026444197,0.3170593246345339,0.5032750053891438,0.5875,0.7287376902417189,0.6543190299976074,0.625,0.4192995228090587
PC2P,CYC,KroganExt,225,408,0.8533333333333334,0.5245098039215687,0.7582602533439633,0.6496845500687823,0.5683081876877626,0.32426169966633545,0.4319829844621599,0.5661458333333333,0.7446443873179092,0.6492898560697581,0.5931372549019608,0.6748796243653349
CUBCO+,CYC,KroganExt,228,408,0.7763157894736842,0.4803921568627451,0.6911638137133022,0.5935126257442004,0.5200388545114405,0.2754670436648186,0.38646223413102493,0.47239583333333335,0.7490234375,0.594840777808659,0.5392156862745098,0.6318510979341704
ClusterOne,CYC,KroganExt,132,408,0.8712121212121212,0.3284313725490196,0.6547861853287104,0.4770307082714215,0.37518016438783064,0.2063485761901848,0.24418407050596574,0.46510416666666665,0.6791778373547811,0.5620395378097206,0.39215686274509803,0.4809928013790002
P5COMP,CYC,BIM,834,408,0.9376498800959233,0.8799019607843137,0.9255017538307356,0.9078585264737365,0.8908753958733967,0.673425689361937,0.81281981959089,0.9520833333333333,0.7457044673539519,0.8425988339416975,0.9632352941176471,0.508706955026446
PC2P,CYC,BIM,307,408,0.9511400651465798,0.8308823529411765,0.9243819897353145,0.8869534830584788,0.8524380099101473,0.6580853466386237,0.6758694245294276,0.9260416666666667,0.7521978021978022,0.8346055993163816,0.9068627450980392,0.8290169887512389
CUBCO+,CYC,BIM,309,408,0.9255663430420712,0.7696078431372549,0.8895148893009398,0.8404128882525245,0.7964482473597764,0.5762475085215243,0.6516644975802115,0.7953125,0.7903022670025189,0.7928034256519335,0.8308823529411765,0.8135626971290965
ClusterOne,CYC,BIM,209,408,0.9521531100478469,0.5955882352941176,0.850337623971302,0.7327983997454139,0.6438071653952151,0.45504573230498147,0.4497041556733898,0.8359375,0.6864224137931034,0.7574999911090247,0.6862745098039216,0.6460513995886064
P5COMP,SGD,Collins,435,306,0.8298850574712644,0.5555555555555556,0.7552933299857729,0.6655604719764012,0.594884977918397,0.323209668865751,0.49916615634645006,0.5726593911545089,0.6331201615617638,0.6021313862003906,0.6372549019607843,0.40485541909254447
PC2P,SGD,Collins,168,306,0.8214285714285714,0.5294117647058824,0.7398141529664046,0.6438569206842923,0.5699339207048459,0.35954504618760114,0.40744710673818907,0.5640436530729466,0.6383363471971067,0.6000413028803074,0.6241830065359477,0.6480992304974384
CUBCO+,SGD,Collins,158,306,0.7911392405063291,0.4738562091503268,0.6977057510200939,0.5927076520601701,0.5151782161332499,0.27890101579672566,0.3601465129650937,0.4876507754164273,0.6265560165975104,0.5527572046890061,0.5849673202614379,0.6251399552389107
ClusterOne,SGD,Collins,108,306,0.8981481481481481,0.3790849673202614,0.7050655437752212,0.5331438047855959,0.42862802462363625,0.29760848192679346,0.28374239773713794,0.49511774842044803,0.6179337231968811,0.5531274298950506,0.434640522875817,0.5112005100521464
P5COMP,SGD,Gavin,381,306,0.8267716535433071,0.47058823529411764,0.7180714652077278,0.599785790789004,0.5149583128984796,0.27984456551920284,0.4129735778000038,0.49511774842044803,0.6442617089739006,0.5647879307675294,0.5359477124183006,0.36361169830887075
PC2P,SGD,Gavin,141,306,0.8439716312056738,0.4542483660130719,0.7203640797839909,0.5906128934354525,0.5004689721944873,0.30043599432436946,0.3449021635444162,0.49167145318782307,0.6614906832298136,0.5702947356357135,0.5196078431372549,0.5948988897445631
CUBCO+,SGD,Gavin,144,306,0.7638888888888888,0.39869281045751637,0.6456144402109071,0.5239322245646912,0.4408441080626512,0.2399942970810896,0.32490845608365404,0.4330844342331993,0.649379932356257,0.5303172075342293,0.5032679738562091,0.573026342429302
ClusterOne,SGD,Gavin,94,306,0.8829787234042553,0.3235294117647059,0.6560793331417073,0.47354771784232363,0.37047557214737864,0.25639141446841496,0.23767610683567858,0.42044801838024126,0.632420091324201,0.5156547044109183,0.37254901960784315,0.474050591128419
P5COMP,SGD,KroganCore,442,306,0.8054298642533937,0.5359477124183006,0.7318344999097491,0.6436193667871947,0.5743833524846921,0.2653212435680567,0.4702745877740938,0.5393452039058013,0.6520499108734403,0.5930261310741671,0.6209150326797386,0.3882640576464764
PC2P,SGD,KroganCore,164,306,0.8048780487804879,0.4803921568627451,0.7090861252411859,0.6016744186046512,0.5225231047631358,0.29956394419313315,0.3886851423561473,0.5226881102814475,0.6364494806421152,0.5767708178526683,0.5849673202614379,0.6225507550684451
CUBCO+,SGD,KroganCore,156,306,0.7371794871794872,0.40522875816993464,0.6334061794858128,0.52297649172993,0.4453355319042623,0.18419569718282228,0.3302291018202748,0.4485927627800115,0.6273428886438809,0.5304917337971927,0.5326797385620915,0.5972284315059186
ClusterOne,SGD,KroganCore,108,306,0.8796296296296297,0.3562091503267974,0.6798366553743533,0.5070760491650752,0.40432792927873046,0.25932096437365393,0.2731981230268628,0.462952326249282,0.6217038539553753,0.5364878800371774,0.4215686274509804,0.5010852195782692
P5COMP,SGD,KroganExt,449,306,0.799554565701559,0.5522875816993464,0.7338440845908587,0.6533071311276819,0.5886993326178884,0.28312895817904904,0.47915077266544304,0.5582998276852383,0.6289650752963794,0.592580031015222,0.6241830065359477,0.391477473490977
PC2P,SGD,KroganExt,172,306,0.8023255813953488,0.5032679738562091,0.7171008233229855,0.6185458990628091,0.5438075742067553,0.31193739187621816,0.41008495041685916,0.5491097070649053,0.6414414414414414,0.5934827057372443,0.6111111111111112,0.633905379138426
CUBCO+,SGD,KroganExt,161,306,0.7453416149068323,0.434640522875817,0.6521099597947242,0.5490857172346173,0.4741730196740209,0.21663522776521912,0.34473050842638775,0.4761631246410109,0.6182008368200836,0.5425536306356623,0.5555555555555556,0.6062695497097399
ClusterOne,SGD,KroganExt,109,306,0.8899082568807339,0.35947712418300654,0.6871281007702016,0.5120944519101555,0.4081304793524992,0.2694307640913892,0.27462332273637624,0.4658242389431361,0.6211365902293121,0.5379037826817208,0.4215686274509804,0.49912467064675226
P5COMP,SGD,BIM,632,306,0.8639240506329114,0.8104575163398693,0.8526737361779301,0.8363371338925056,0.8206147580723359,0.5665806788504177,0.7528827135750751,0.8834003446295232,0.6490478041197046,0.7572113666872562,0.8888888888888888,0.44698942206465064
PC2P,SGD,BIM,216,306,0.9166666666666666,0.7647058823529411,0.8816276202219483,0.8338192419825073,0.790929203539823,0.6160347347010142,0.6042876785774337,0.8604250430786904,0.6682926829268293,0.7582979364975819,0.8562091503267973,0.7535636617279139
CUBCO+,SGD,BIM,224,306,0.7991071428571429,0.6437908496732027,0.762324567851059,0.713089725182504,0.6698287390207581,0.4387352545767704,0.5505808322249416,0.7162550258472142,0.655363321799308,0.6851330330634187,0.7679738562091504,0.7205882248879475
ClusterOne,SGD,BIM,172,306,0.9127906976744186,0.6111111111111112,0.8307677506253609,0.7320898685883851,0.6543649590785088,0.5117164458056643,0.47574794008556737,0.816771970132108,0.6510067114093959,0.7291940991581576,0.6928104575163399,0.6460027101713012
P5COMP,CYC,Collins,552,408,0.8858695652173914,0.5784313725490197,0.8007493755203997,0.6998762826577397,0.6215744570837642,0.337851177019531,0.49662229202331815,0.6614583333333334,0.7384337037994314,0.6988870631170191,0.6102941176470589,0.41827526565522377
PC2P,CYC,Collins,209,408,0.9090909090909091,0.5343137254901961,0.7972498537156232,0.6730472368014819,0.5823271717063788,0.34462006408028284,0.41417598548812395,0.640625,0.7399209486166007,0.6884851906232333,0.5833333333333334,0.6738318625003861
CUBCO+,CYC,Collins,202,408,0.8465346534653465,0.46568627450980393,0.7275357385976855,0.600843288826423,0.5117309073497726,0.28606513222096847,0.37545211486157753,0.5583333333333333,0.7323187108325873,0.6394356471776718,0.5343137254901961,0.6499633579999081
ClusterOne,CYC,Collins,125,408,0.968,0.36764705882352944,0.7296893091470475,0.5328987932705012,0.41970752282376456,0.25652463626921557,0.2523341116507138,0.5625,0.6945812807881774,0.6250615733216607,0.39950980392156865,0.504691903192465
P5COMP,CYC,Gavin,476,408,0.8592436974789915,0.4681372549019608,0.736227136330051,0.6060716557791673,0.5150223363800823,0.2967746509741858,0.40396113084111124,0.5416666666666666,0.7559080608611201,0.6398829577611101,0.5024509803921569,0.3814750569264257
PC2P,CYC,Gavin,183,408,0.8852459016393442,0.46078431372549017,0.7475259189443921,0.6060895522388059,0.5096590224507008,0.31079085095855274,0.3550831327803789,0.5291666666666667,0.7618613138686131,0.6349422114823845,0.49264705882352944,0.612734345733419
CUBCO+,CYC,Gavin,177,408,0.8192090395480226,0.3872549019607843,0.6697890354570118,0.5259050111333012,0.43290779498575244,0.2512488261968662,0.3271806901007811,0.43697916666666664,0.7769396551724138,0.5826718142037838,0.45098039215686275,0.5928260670467553
ClusterOne,CYC,Gavin,110,408,0.9,0.2867647058823529,0.6303879310344828,0.43494423791821557,0.3320090805902383,0.22704937393782046,0.2130460499307818,0.4296875,0.738045738045738,0.5631421029070087,0.3137254901960784,0.4576201265237951
P5COMP,CYC,KroganCore,569,408,0.8347978910369068,0.5563725490196079,0.7588478883865483,0.6677235472794097,0.5961378340334579,0.3060082619504929,0.48836240878360726,0.5677083333333334,0.7357366771159874,0.6462846452900781,0.6029411764705882,0.41242012714441845
PC2P,CYC,KroganCore,219,408,0.8447488584474886,0.5073529411764706,0.7455843184897902,0.6339549551786645,0.5513991239816503,0.325659434978668,0.4178745453554395,0.5395833333333333,0.7515527950310559,0.636808732916596,0.5686274509803921,0.661887709950295
CUBCO+,CYC,KroganCore,220,408,0.7863636363636364,0.46078431372549017,0.688997729044504,0.5810762524119202,0.5023849537837971,0.24113103736614488,0.3709165886243813,0.4578125,0.7505070993914807,0.5861668119572809,0.5122549019607843,0.6215668307013168
ClusterOne,CYC,KroganCore,132,408,0.8560606060606061,0.33088235294117646,0.6497904314046207,0.4772855265627933,0.3771583694297751,0.20619040982811837,0.24195165919050945,0.45989583333333334,0.7015355086372361,0.568008149023978,0.39215686274509803,0.4826284743229537
