YOR039W YOR061W
YDR337W YIL093C
YJR113C YNR037C
YDL097C YDR427W
YMR158W YNR037C
YJR042W YLR208W
YHR027C YOR259C
YDR045C YOR210W
YDR347W YGL129C
YOL094C YOR144C
YDL003W YFL008W
YHR041C YNL025C
YDR190C YNL059C
YCR042C YPL254W
YER112W YGR091W
YGR220C YJL063C
YGR215W YIL093C
YDL116W YLR208W
YDL098C YHR156C
YMR029C YMR052W
YGR165W YPL118W
YHR062C YNL282W
YGR084C YJR101W
YHR085W YHR197W
YFR037C YMR033W
YLR330W YOR299W
YBR251W YDR041W
YDR427W YFR052W
YBL026W YBL074C
YDR322W YHR147C
YGR165W YKL003C
YFR004W YFR010W
YKL018W YNL222W
YCR057C YJL069C
YFR031C-A YPL143W
YER172C YGR074W
YFR037C YLR357W
YCR009C YDR388W
YGR047C YOR110W
YER021W YKL145W
YHL004W YNL306W
YDR448W YGR274C
YDR392W YER148W
YHL030W YHR027C
YAR003W YHR119W
YOR117W YOR259C
YBL026W YER112W
YBL038W YDR322W
YFL013C YOR141C
YDR443C YHR058C
YJL006C YML112W
YBL090W YDR041W
YDR167W YGR274C
YDR145W YER148W
YJL069C YLR129W
YDL076C YDR207C
YBR152W YER029C
YMR005W YOL148C
YBR254C YMR218C
YDR378C YNL147W
YDR176W YMR236W
YDR167W YPL011C
YER157W YGL223C
YKL059C YPR107C
YOL094C YOR217W
YIL061C YML046W
YLR275W YPR178W
YER022W YNL025C
YKL145W YOR259C
YBR253W YHR041C
YDR322W YPL183W-A
YBR175W YDR469W
YER022W YGL025C
YER157W YGL005C
YJR050W YPR101W
YDR322W YDR462W
YIL126W YPR034W
YIL093C YOR158W
YFL039C YGL150C
YGL098W YLR440C
YER029C YER112W
YNL069C YOL127W
YML025C YPL183W-A
YCR035C YOR001W
YER021W YHL030W
YGL137W YPL010W
YGL025C YLR071C
YGL092W YPR181C
YGR085C YNL301C
YBR279W YOR123C
YEL055C YHR196W
YGL103W YML073C
YJL063C YOR150W
YIL075C YLR421C
YBR253W YPR168W
YDR378C YHR156C
YML077W YMR218C
YGL137W YIL076W
YFR010W YPR108W
YBR081C YCL010C
YCR052W YFR037C
YNL113W YOR224C
YLR221C YOL144W
YDR045C YPR190C
YER172C YGR075C
YBR279W YOL145C
YKL012W YPR182W
YBR095C YNL330C
YKL012W YLR298C
YBR257W YDR478W
YGR074W YKL012W
YHL004W YIL093C
YGL011C YMR314W
YDR382W YOR234C
YPL011C YPL254W
YBR154C YJR063W
YJL099W YLR330W
YLR226W YPR161C
YBR254C YGR166W
YGR165W YNL137C
YHR081W YNL232W
YFL018C YGR193C
YGL127C YNL025C
YGL100W YJR042W
YER008C YIL068C
YAL043C YPR107C
YDR280W YOR001W
YDL185W YOR270C
YJL011C YOR224C
YHR099W YPL254W
YDR045C YNR003C
YDR228C YGL044C
YBL038W YML009C
YDR190C YGL150C
YDR498C YGL098W
YER148W YPL254W
YFR052W YGL048C
YBR060C YNL261W
YDR188W YIL142W
YBR097W YPL120W
YDR407C YML077W
YLR275W YPR182W
YMR158W YOR158W
YLR275W YLR298C
YDR075W YNL201C
YHR197W YNL182C
YPL016W YPL129W
YDR443C YGL127C
YLR312W-A YML009C
YBR079C YMR309C
YGL100W YLR208W
YJL011C YOR210W
YDR418W YHR010W
YGL206C YGR167W
YER178W YGR193C
YLR439W YNL177C
YER029C YHR086W
YCR042C YMR227C
YFR002W YJL061W
YJL001W YOR362C
YDR448W YGL112C
YEL055C YGR128C
YDR418W YPL249C-A
YKL167C YPL183W-A
YJL140W YOR224C
YNL025C YPR070W
YBR122C YDR116C
YFR010W YHR200W
YDR228C YMR061W
YCL010C YDR448W
YGL112C YMR236W
YDR405W YMR024W
YDR045C YKR025W
YBR154C YDL150W
YDR167W YGL112C
YDR322W YMR193W
YOL005C YPR187W
YNR010W YOL135C
YBL084C YDR118W
YGR252W YHR099W
YGR240C YMR205C
YHR041C YPR168W
YBR146W YPL013C
YDR145W YDR392W
YBR198C YML015C
YMR125W YPR182W
YGR195W YOL021C
YDR449C YLR222C
YCR046C YMR024W
YDR429C YNL244C
YBL026W YLR275W
YDR394W YIL075C
YDR418W YIL018W
YGL223C YGR120C
YDR418W YOL127W
YDR190C YFL013C
YDR418W YNL069C
YNR037C YPL013C
YGL066W YML015C
YHR147C YML009C
YCL010C YGR252W
YGR274C YLR055C
YGL031C YMR142C
YDL097C YER021W
YHR156C YKL173W
YDL030W YMR240C
YOL148C YPL254W
YDL098C YER029C
YDR073W YNR023W
YBL026W YHR165C
YBR095C YDR207C
YGL025C YNL025C
YBR253W YNR010W
YNL113W YPR190C
YGL194C YKR029C
YNL005C YPL183W-A
YDR301W YKL018W
YKL144C YPR110C
YDR176W YMR223W
YBL038W YNL284C
YBR127C YMR054W
YFR004W YHR200W
YLR298C YMR125W
YGR074W YNL147W
YGR166W YOR115C
YAL003W YBR118W
YAL013W YMR075W
YNL056W YNL099C
YDL090C YGL155W
YKR085C YPL183W-A
YMR075W YNL097C
YBL090W YDR175C
YBR154C YGL070C
YKL059C YKR002W
YKL014C YNR038W
YBR154C YJL011C
YER029C YHR165C
YIL115C YJL041W
YNL113W YNR003C
YJL011C YPR190C
YDR116C YMR024W
YDR303C YPR034W
YCR052W YKR008W
YGR274C YML114C
YBR079C YNL244C
YER157W YPR105C
YHR039C-A YPR036W
YLR129W YLR409C
YBR146W YDR347W
YML046W YMR125W
YDR108W YDR246W
YGL223C YNL051W
YDR443C YNL236W
YHL002W YNR006W
YGR074W YHR156C
YDR405W YLR312W-A
YDR166C YPR055W
YBR198C YMR005W
YGL127C YHR041C
YGR261C YJL024C
YDL082W YML073C
YDR108W YKR068C
YBR146W YJR101W
YLR033W YML127W
YJL099W YOR299W
YHR200W YLR421C
YBR119W YDR235W
YNL284C YPR100W
YJL011C YNR003C
YDR425W YJL036W
YGL066W YMR005W
YKL167C YMR193W
YDL216C YOL117W
YCR046C YLR312W-A
YPL210C YPL243W
YDR378C YER029C
YER148W YMR227C
YDR405W YNL005C
YHR147C YNL284C
YBL026W YDL098C
YCR046C YDR462W
YGL112C YMR005W
YCR035C YDL111C
YHR147C YMR225C
YGL005C YNL051W
YGL127C YPR168W
YCR081W YPL042C
YDR176W YPL011C
YLR438C-A YNL147W
YDR237W YNL005C
YGL129C YPL118W
YPR110C YPR190C
YNL261W YPR162C
YDL097C YGR232W
YJL115W YPL153C
YMR193W YOR150W
YDR141C YNL297C
YCR046C YNL005C
YHR041C YNR010W
YCL010C YDR145W
YHR012W YJL053W
YAL043C YKR002W
YOR141C YPL235W
YGL129C YKL003C
YDR041W YPL013C
YDR347W YKL003C
YAL043C YDR195W
YJL011C YKR025W
YGR128C YHR196W
YGR232W YOR261C
YDR175C YGR215W
YJR007W YPL237W
YKL139W YML112W
YDR473C YNL147W
YDR175C YMR158W
YMR314W YOR362C
YBR193C YOL135C
YLR321C YMR091C
YLR208W YPR181C
YIL126W YLR033W
YDR116C YLR312W-A
YCR046C YCR071C
YGL112C YMR223W
YDL195W YKL057C
YNR010W YOR174W
YGR165W YNL306W
YKR085C YMR193W
YBR170C YDL126C
YBR170C YGR048W
YCR035C YNL232W
YNR010W YOL051W
YDL111C YGR158C
YFL049W YJL176C
YLR439W YPR100W
YER022W YNR010W
YGR075C YGR091W
YBR193C YCR081W
YGL025C YHR041C
YDL087C YPL178W
YDR116C YNL005C
YDR235W YHR086W
YIL093C YPL118W
YCR071C YDR116C
YKR002W YOR179C
YGR135W YOL038W
YLR052W YNL059C
YER029C YKL012W
YDR429C YPR041W
YDL143W YIL142W
YDR176W YOL148C
YER172C YLR275W
YDL007W YOR117W
YKL014C YLR221C
YBR081C YML015C
YDR473C YHR156C
YKR027W YMR237W
YGR083C YOR260W
YBR152W YGR091W
YGR075C YKL173W
YFR009W YGL195W
YOL051W YPR168W
YGL151W YOL135C
YDL092W YKL122C
YBL084C YKL022C
YHL029C YNL099C
YCL010C YGR274C
YDR041W YDR347W
YER021W YHR027C
YAL021C YER068W
YNL025C YNL236W
YGR215W YJR113C
YDR240C YGR074W
YFL013C YNL059C
YPL085W YPR181C
YGL025C YPR168W
YDR392W YMR236W
YGR220C YKR006C
YJL164C YPL203W
YGL252C YNL076W
YML114C YMR005W
YGL011C YJL001W
YDR166C YJL085W
YDL002C YOR141C
YHR039C-A YKL080W
YBR152W YKL173W
YJL063C YML025C
YDR394W YOR261C
YDR246W YDR407C
YDL043C YML049C
YAR003W YLR015W
YHL025W YJL176C
YPL013C YPL118W
YJL063C YNL252C
YDR041W YJR101W
YAL033W YBL018C
YDL097C YKL145W
YDR337W YGR084C
YDR145W YMR236W
YDR228C YOR250C
YDL076C YMR263W
YDL030W YPL213W
YIL075C YOR117W
YGL129C YNL137C
YIL142W YJL111W
YDL043C YPL213W
YCR057C YDR449C
YOR254C YPL094C
YML049C YNL286W
YBL090W YKL155C
YIL018W YPL249C-A
YDR392W YDR448W
YDR418W YGL031C
YGL127C YNR010W
YBR079C YPR041W
YDR176W YGL112C
YDR308C YHR041C
YBL018C YBR257W
YBR181C YDL083C
YER146W YHR165C
YDR235W YLR275W
YBR127C YGR020C
YDR347W YKL155C
YJR113C YPL118W
YHR165C YNL147W
YDL148C YPR144C
YBR278W YOR304W
YDL082W YNL301C
YBR103W YKR029C
YKR006C YML009C
YGR195W YOR001W
YIL084C YOL004W
YDL097C YHL030W
YCR052W YGR056W
YBR167C YDR478W
YIL018W YOL127W
YDR392W YGR252W
YBR081C YMR005W
YGL223C YNL041C
YBR207W YFL041W
YIL018W YNL069C
YLR071C YPR168W
YDR308C YPR168W
YDR394W YGL048C
YIL061C YPR182W
YAL033W YDR478W
YIL061C YLR298C
YJR005W YOL062C
YJR112W YPL233W
YDL134C YOR014W
YEL018W YMR075W
YGR165W YPL013C
YDR145W YGR252W
YDR418W YGL103W
YIL093C YNL137C
YMR263W YNL097C
YML065W YNL261W
YJR042W YPR181C
YGR091W YNL147W
YIL084C YMR075W
YMR075W YPL139C
YNL147W YOR308C
YIL109C YJR042W
YDL007W YDR394W
YLR312W-A YNL284C
YBR127C YDL185W
YER029C YML046W
YGL112C YOL148C
YGL005C YNL041C
YDL083C YMR230W
YJR093C YNL317W
YBR193C YOR174W
YDR045C YJL011C
YBR289W YOR290C
YML102W YPR018W
YBL041W YER012W
YIL109C YLR208W
YBR084C-A YGL147C
YBR193C YOL051W
YDR145W YML098W
YKR068C YMR218C
YBR251W YHL004W
YGL223C YML071C
YDR238C YFR051C
YER094C YGL011C
YAR002C-A YML012W
YBR289W YHL025W
YGR091W YHR156C
YCL010C YGL112C
YGL025C YNR010W
YBR282W YDR405W
YFL013C YGL150C
YGR020C YOR270C
YDR166C YLR166C
YDR245W YJR075W
YGL194C YOL068C
YDR108W YML077W
YJR006W YJR043C
YDR238C YGL137W
YBR198C YDR176W
YKL059C YNL222W
YBR282W YOR150W
YKL003C YMR188C
YGL011C YOR362C
YBR253W YGL151W
YHL030W YHR200W
YDR394W YFR010W
YDL098C YGR091W
YJR113C YNL137C
YNL032W YNL056W
YMR033W YMR091C
YLR197W YOR310C
YGR274C YMR227C
YEL002C YJL002C
YHR010W YMR142C
YBL038W YNL177C
YGL151W YOR174W
YCR035C YGR158C
YMR024W YNL185C
YNL137C YPL013C
YBR193C YDR308C
YGR252W YMR236W
YGR165W YJR101W
YGL151W YOL051W
YDR472W YKR068C
YJL203W YML049C
YDL185W YPR036W
YOL001W YPL219W
YKR006C YKR085C
YDL098C YKL173W
YDR301W YER133W
YLR275W YPL178W
YDL102W YJR006W
YGL190C YOR014W
YDR473C YER029C
YCR052W YGR275W
YDR145W YMR223W
YMR005W YPL254W
YGR104C YLR071C
YCR042C YML015C
YKL173W YLR147C
YLR071C YNR010W
YDR308C YNR010W
YLR147C YPR182W
YLR147C YLR298C
YDL076C YNL097C
YOR259C YOR261C
YDR328C YJR033C
YER022W YOR174W
YDR427W YKL145W
YBL026W YOR308C
YOL004W YPL181W
YDR322W YDR405W
YCR035C YHR069C
YDR427W YLR421C
YBL038W YLR439W
YER022W YOL051W
YEL018W YNL107W
YJR022W YMR268C
YGL005C YGL223C
YHR200W YOR117W
YBR282W YDR237W
YDR280W YGR158C
YOR179C YPR107C
YBR146W YGR215W
YDR322W YOR150W
YPL259C YPR029C
YBR146W YMR158W
YDL147W YKL145W
YDL043C YMR288W
YDL056W YER111C
YNL284C YPL183W-A
YER021W YGL048C
YLR071C YPL042C
YDL147W YLR421C
YEL018W YOR244W
YBR175W YLR015W
YHR147C YNL177C
YGL070C YOR151C
YML025C YOR150W
YDR378C YGR091W
YKL155C YNL306W
YMR193W YNL252C
YGL100W YPR181C
YGR232W YOR259C
YBR122C YNL284C
YEL056W YLL022C
YBR122C YMR225C
YBR229C YDR221W
YER112W YHR165C
YGL240W YOR249C
YJL173C YNL312W
YDR392W YGR274C
YGL105W YGR264C
YBR152W YGR074W
YNL262W YOR304W
YGR074W YPR182W
YGR074W YLR298C
YCR071C YDR322W
YDR378C YKL173W
YDR392W YPL011C
YDR118W YGL240W
YMR142C YOL127W
YBR175W YPL138C
YMR236W YPL011C
YGR162W YOL139C
YDR443C YOL135C
YJR042W YPL085W
YDR145W YPL011C
YBL018C YNL282W
YCR042C YMR005W
YDR429C YLR192C
YDR121W YNL262W
YHR147C YLR439W
YLR418C YOL145C
YDR324C YHR196W
YBR146W YNR037C
YNL147W YPR178W
YHR118C YML065W
YBL035C YKL045W
YBR221C YNL071W
YFL049W YHL025W
YDR237W YDR322W
YFR037C YIL126W
YMR112C YOL135C
YOR151C YPR187W
YNR003C YOR224C
YOR210W YPR110C
YDR394W YFR052W
YIL035C YOR061W
YGR056W YLR033W
YJR075W YPL050C
YLR033W YLR321C
YDL145C YIL076W
YOL001W YPL031C
YDR175C YDR337W
YKL022C YOR249C
YDL143W YJL111W
YKL135C YLR170C
YLR055C YMR236W
YER021W YFR010W
YDR235W YML046W
YML009C YML025C
YHR099W YML015C
YIL093C YNL306W
YDR337W YGL129C
YDL185W YKL080W
YLR212C YNL126W
YMR054W YOR270C
YGL070C YJL140W
YJR093C YLR277C
YBR152W YER172C
YER148W YML015C
YDR211W YKR026C
YAL013W YPR023C
YDR392W YOL148C
YJL053W YOR132W
YMR263W YPL139C
YGR078C YLR200W
YKL167C YOR150W
YBR081C YDR176W
YBR152W YGR075C
YGR104C YNL025C
YLR115W YNL317W
YBR079C YLR192C
YFR002W YGR119C
YMR024W YNL284C
YMR225C YNL252C
YNL147W YPR082C
YMR236W YOL148C
YGR252W YMR223W
YDR235W YIL061C
YBL026W YDR378C
YPR082C YPR178W
YMR024W YMR225C
YBR152W YER146W
YBR102C YDR166C
YDR145W YOL148C
YDL097C YIL075C
YGR195W YNL232W
YCR052W YMR033W
YDR116C YDR322W
YNL177C YNL284C
YNL248C YOR210W
YDR041W YGR215W
YFR004W YLR421C
YDR240C YLR275W
YGL246C YOR048C
YPL183W-A YPR100W
YPL042C YPR070W
YCR052W YLR357W
YDR041W YMR158W
YBL090W YMR188C
YAL007C YML012W
YHR086W YML046W
YAL013W YPL181W
YDL002C YNL059C
YGL070C YOL005C
YBL038W YPR100W
YDR405W YML009C
YBR095C YNL097C
YGL127C YGL151W
YBR119W YPL178W
YDR347W YMR188C
YLR321C YPR034W
YDR303C YIL126W
YDL140C YOR151C
YKR025W YPR110C
YCL010C YCR042C
YBL003C YDR224C
YGL223C YPR105C
YGL103W YMR142C
YGL129C YPL013C
YDL082W YPL143W
YBR123C YDR362C
YDR347W YPL013C
YDL097C YHR027C
YDR207C YMR263W
YNL005C YOR150W
YIL033C YJL164C
YGL031C YGR085C
YER172C YOR308C
YDR392W YGL112C
YCR046C YML009C
YGL011C YPR103W
YJR113C YNL306W
YHR086W YIL061C
YCR046C YGR220C
YMR158W YNL306W
YGR013W YPL178W
YJL203W YMR288W
YDR301W YNL222W
YIL035C YOR039W
YHR166C YLR102C
YDR362C YGR047C
YKL022C YNL172W
YDL030W YOR319W
YMR106C YMR284W
YBL026W YPR178W
YDL185W YOR332W
YHR099W YMR005W
YKR085C YOR150W
YDR145W YGL112C
YDR318W YPL018W
YBR171W YPL094C
YBR193C YGR104C
YDL043C YOR319W
YDL087C YKL012W
YBL026W YLR438C-A
YDR303C YHR056C
YDR331W YDR434W
YBR254C YDR108W
YDR422C YER027C
YDL097C YDL147W
YDR041W YNR037C
YDR448W YHR099W
YGL005C YPR105C
YGR200C YHR187W
YFR051C YNL287W
YJL109C YMR093W
YGR252W YPL011C
YOR150W YPR100W
YDR472W YML077W
YNL025C YPL042C
YDR155C YIL112W
YLR439W YMR193W
YDR167W YHR099W
YBR146W YOR158W
YGR074W YKL173W
YLR312W-A YNL177C
YJR093C YKL059C
YBR193C YER022W
YBL038W YCR046C
YDR443C YOR174W
YCR071C YNL284C
YGL066W YLR055C
YHR147C YPR100W
YBR254C YDR472W
YJL063C YMR024W
YBR195C YML102W
YDR116C YML009C
YCR071C YMR225C
YER094C YML092C
YDL076C YPL139C
YDR116C YGR220C
YNL221C YNL282W
YDR443C YOL051W
YNR037C YOR158W
YBL026W YPR082C
YAL002W YMR231W
YDR175C YPL118W
YBR119W YLR147C
YDL007W YPR108W
YGL112C YLR055C
YDR207C YOL004W
YDR108W YDR407C
YDR405W YNL284C
YMR112C YOR174W
YDL140C YJL140W
YDR175C YKL003C
YDR394W YDR427W
YIL126W YML127W
YGL025C YGL151W
YDR359C YNL107W
YOL135C YPR168W
YBR234C YLR370C
YDR405W YMR225C
YBR282W YML025C
YOR158W YPL013C
YLR357W YMR033W
YGL129C YJR101W
YMR112C YOL051W
YBR282W YNL252C
YDL195W YIL109C
YDR237W YNL284C
YER133W YGR156W
YBR198C YML114C
YKL080W YLR447C
YBR154C YPR110C
YKL018W YOR179C
YDR237W YMR225C
YDL077C YPL045W
YDR359C YOR244W
YKL013C YNR035C
YGL066W YML114C
YKL012W YLR275W
YER022W YGR104C
YGR252W YOL148C
YIL075C YPR108W
YDL002C YGL150C
YML127W YMR091C
YLR102C YNL172W
YJL183W YPL050C
YHR027C YIL075C
YOR210W YPR010C
YDL098C YGR075C
YCR046C YKR085C
YGL112C YML114C
YDL140C YOL005C
YDR378C YGR074W
YDL014W YLR197W
YIL061C YPL178W
YHR058C YOL135C
YLL004W YPR162C
YGR104C YPR168W
YER021W YHR200W
YML071C YNL051W
YBR087W YJR068W
YDL077C YMR231W
YCR081W YMR112C
YCR046C YJL063C
YER029C YPR182W
YDR449C YLR409C
YDR176W YPL254W
YER029C YLR298C
YDR074W YML100W
YDR473C YGR091W
YJL109C YPL126W
YDR308C YGL151W
YJL063C YLR312W-A
YCR042C YDR176W
YDR322W YML025C
YDR080W YMR231W
YBL046W YNL201C
YDR416W YMR213W
YDL007W YOR259C
YDR322W YNL252C
YBR181C YMR230W
YDR473C YKL173W
YFR052W YKL145W
YDL126C YGR048W
YFR052W YLR421C
YAR002C-A YGL200C
YFL039C YPL235W
YDR116C YKR085C
YML025C YNL252C
YDL002C YFL013C
YDR175C YNL137C
YDL147W YOR117W
YLR055C YPL011C
YDR041W YOR158W
YNL301C YPL249C-A
YHR081W YOL142W
YNR010W YPR070W
YEL018W YPR023C
YDR427W YHR027C
YGR165W YNR037C
YGR020C YPR036W
YDR478W YGR030C
YDR378C YER172C
YGR195W YHR081W
YBR122C YNL177C
YMR093W YPL126W
YDR116C YJL063C
YLR438C-A YMR268C
YIL084C YPR023C
YER133W YLR277C
YDR378C YGR075C
YMR033W YPR034W
YBR123C YOR110W
YIL075C YOR259C
YIL061C YLR147C
YBR278W YPR175W
YHR172W YNL126W
YGR075C YLR275W
YDR378C YER146W
YDL111C YGR095C
YBR146W YDR337W
YGR195W YHR069C
YGL200C YML012W
YDL147W YHR027C
YDR245W YJL183W
YDR378C YDR473C
YNL301C YOL127W
YDL007W YDL097C
YDR416W YPR101W
YIL109C YPR181C
YDR137W YLR039C
YBR152W YLR275W
YDR074W YMR261C
YDL084W YNL253W
YBL038W YKL167C
YBR095C YPL139C
YDL098C YER112W
YDL097C YGL048C
YBR081C YLR055C
YJL184W YKR038C
YDL111C YOL021C
YDR190C YPL235W
YBL037W YOL062C
YBR122C YLR439W
YER146W YPR178W
YGL048C YOR261C
YGR156W YJR093C
YMR146C YPR041W
YHL029C YNL032W
YBR055C YLR147C
YGL151W YMR112C
YER172C YPR082C
YER146W YLR438C-A
YBL074C YNL147W
YBR055C YDR473C
YLR055C YOL148C
YBR154C YOR151C
YBR251W YJR113C
YLR312W-A YPR100W
YKL081W YPL048W
YGR104C YNR010W
YBR198C YGL066W
YBR060C YML065W
YDR303C YML127W
YGL112C YPL254W
YAL013W YBR095C
YDR240C YIL061C
YHR165C YKL173W
YKL167C YML025C
YKL167C YNL252C
YNL137C YNR037C
YKR038C YML036W
YKR008W YMR033W
YKR026C YOR260W
YER133W YLR115W
YDR462W YGR220C
YGL244W YLR418C
YDR469W YHR119W
YLR439W YNL185C
YGR078C YML094W
YBR081C YML114C
YGR063C YML010W
YMR024W YNL177C
YKR008W YLR357W
YAL043C YLR115W
YBL038W YHR147C
YDR195W YLR277C
YBR254C YOR115C
YBR154C YPR010C
YHR058C YOR174W
YBL074C YHR156C
YDR176W YMR227C
YHL030W YLR421C
YHR147C YKL167C
YHR058C YOL051W
YNL107W YPR023C
YHR200W YPR108W
YFR004W YOR117W
YAL001C YPL007C
YER133W YKL059C
YGR091W YKL173W
YDL145C YER122C
YGR085C YPL143W
YDL097C YFR010W
YOR144C YOR217W
YDR138W YML062C
YBR211C YDR318W
YNL005C YNL252C
YBR103W YGL194C
YNL097C YPR023C
YBL038W YPL183W-A
YHR056C YMR091C
YGR275W YMR091C
YML071C YNL041C
YKR085C YML025C
YGR020C YKL080W
YKR085C YNL252C
YGR165W YOR158W
YDR041W YDR337W
YBR154C YJL140W
YAL013W YNL330C
YBR193C YPR070W
YDR118W YKL022C
YDR443C YGR104C
YER029C YGR013W
YJL065C YNL262W
YBR146W YPL118W
YKR002W YNL317W
YDR073W YOR290C
YDL143W YDR188W
YGR135W YMR314W
YBR198C YDR167W
YJL184W YML036W
YML114C YPL254W
YNL097C YPL181W
YGR158C YGR195W
YDR195W YLR115W
YNL222W YPR107C
YMR240C YNL286W
YGL133W YNL262W
YGR074W YGR075C
YJL001W YML092C
YFR037C YMR091C
YDR418W YMR142C
YDR337W YKL155C
YFL049W YNR023W
YDR477W YGL208W
YJR063W YOR210W
YHR041C YHR058C
YBR154C YOL005C
YDL087C YER029C
YGR074W YLR147C
YBL038W YDR116C
YOR150W YPL183W-A
YOR174W YPR070W
YER172C YGR091W
YDR462W YKR085C
YGR084C YHL004W
YDL098C YLR275W
YCR071C YNL177C
YBR253W YGL127C
YJR101W YMR188C
YGR215W YKL155C
YGL151W YPR070W
YCL010C YHR099W
YLR421C YOR117W
YHR200W YOR259C
YDL150W YNL151C
YBL041W YGR135W
YBR253W YLR071C
YHR086W YPR182W
YGL019W YIL035C
YKR057W YNL096C
YAL033W YHR062C
YDR195W YKL059C
YDL201W YDR165W
YHR147C YPL183W-A
YMR193W YNL005C
YOR270C YPR036W
YCL010C YER148W
YLR117C YPR101W
YNL262W YPR175W
YNL284C YOR150W
YAL007C YGL200C
YCR035C YGR095C
YDR462W YJL063C
YDR405W YNL177C
YHR118C YNL261W
YIL109C YPL085W
YDR448W YMR236W
YDR473C YGR074W
YNL151C YOR210W
YCR033W YGL194C
YOR116C YOR207C
YGR020C YOR332W
YKL057C YLR208W
YBL090W YGR215W
YGL112C YMR227C
YCR035C YOL142W
YBR198C YCR042C
YBL090W YMR158W
YGR220C YNL185C
YDR237W YNL177C
YDR167W YMR236W
YBR119W YKL012W
YDR429C YOR361C
YHL025W YNR023W
YMR227C YMR236W
YBR257W YNL221C
YLR292C YPL094C
YIL021W YOR151C
YDR347W YGR215W
YDL145C YNL287W
YNL288W YNR052C
YDL083C YHL015W
YGL129C YMR158W
YHR156C YOR308C
YER022W YPR070W
YER022W YHR058C
YDR347W YMR158W
YMR033W YNR023W
YCR071C YLR439W
YCR035C YOL021C
YLR148W YLR396C
YCR042C YLR055C
YFR050C YOL038W
YGR013W YKL012W
YER112W YPR178W
YBL038W YMR193W
YBR081C YGL066W
YBL035C YIR008C
YCR081W YLR071C
YAL013W YDR207C
YLR439W YNL284C
YIL144W YMR117C
YMR263W YNL330C
YDR207C YIL084C
YER112W YLR438C-A
YLR439W YMR225C
YDR405W YLR439W
YGR056W YKR008W
YDR246W YKR068C
YDR280W YGR095C
YBR146W YNL137C
YGR158C YOR001W
YER029C YIR009W
YBR122C YCR046C
YDR237W YLR439W
YGR232W YHL030W
YAR003W YDR469W
YBL037W YJR005W
YDR280W YOL142W
YDR378C YLR275W
YAR003W YBR175W
YLR200W YML094W
YAR007C YJL173C
YKL173W YOR308C
YDR473C YER172C
YBR055C YBR152W
YNL113W YPR110C
YBR079C YOR361C
YML009C YNL005C
YBR257W YNL282W
YBR126C YML100W
YDR473C YGR075C
YGL129C YNR037C
YCR042C YML114C
YJR093C YPR107C
YDR347W YNR037C
YDR280W YOL021C
YJR050W YLL036C
YDR473C YER146W
YER012W YER094C
YMR225C YNL005C
YHL004W YKL155C
YDR394W YKL145W
YDR073W YMR033W
YDR145W YPL254W
YGL127C YHR058C
YDR394W YLR421C
YFR052W YOR117W
YNL232W YOR001W
YDL030W YJL203W
YDL082W YFR031C-A
YML049C YMR240C
YNL177C YPR100W
YFR010W YOR261C
YNL151C YPR190C
YDL087C YDR235W
YFR002W YJL041W
YJL011C YPR110C
YDL043C YJL203W
YDR211W YOR260W
YBR282W YMR024W
YIL021W YJL140W
YHR147C YMR193W
YML114C YMR227C
YLR200W YNL153C
YDR443C YMR112C
YCR095C YNL099C
YCR046C YKR006C
YJR135C YPR046W
YDR175C YPL013C
YML127W YPR034W
YBR253W YNL025C
YEL051W YHR039C-A
YDL155W YPL256C
YNL151C YNR003C
YBR253W YGL025C
YDL007W YFR004W
YML105C YPL210C
YDR167W YMR005W
YCL010C YDR392W
YBR081C YDR167W
YGR275W YLR321C
YIL021W YOL005C
YGR095C YGR195W
YDL087C YPR182W
YDL087C YLR298C
YFR002W YIL115C
YBR118W YKL081W
YBR193C YNL236W
YKR002W YLR277C
YDR382W YGR034W
YBR253W YDR443C
YDL150W YOR207C
YDR448W YMR223W
YHR196W YJL109C
YDR116C YKR006C
YIL062C YJR065C
YBR251W YGL129C
YCR081W YNL025C
YDR322W YMR024W
YGR220C YNL284C
YML015C YMR236W
YGL025C YHR058C
YCR071C YPR100W
YDR167W YMR223W
YDR498C YGL145W
YGR220C YMR225C
YOR116C YOR210W
YDR460W YPR025C
YLR052W YPL235W
YGL150C YLR052W
YFR037C YLR321C
YIL033C YPL203W
YDR045C YOR224C
YML025C YMR024W
YDR175C YDR347W
YHR041C YNL236W
YGR075C YOR308C
YBR282W YLR312W-A
YNL330C YPR023C
YBR081C YCR042C
YKL059C YOR179C
YDR405W YPR100W
YKR057W YLR264W
YLR192C YMR146C
YBR234C YKL013C
YDR301W YJR093C
